cid,qid,t_start,t_sqe_copy,t_doorbell,t_completion,t_end,t_poll_cycles,submit_ticks,wait_ticks,completion_ticks,total_ticks,ticks_hz
32580,1,6507336646297,6507336646342,6507336646413,6507337332734,6507337332767,598520,116,598520,33,598669,2112000000
32606,1,6507336652814,6507336652885,6507336652956,6507337342734,6507337342768,606416,142,606416,34,606592,2112000000
32626,1,6507336659483,6507336659532,6507336659611,6507337351609,6507337351632,613261,128,613261,23,613412,2112000000
32602,1,6507336666173,6507336666220,6507336666285,6507337360876,6507337360918,620551,112,620551,42,620705,2112000000
32601,1,6507336672803,6507336672852,6507336672897,6507337370511,6507337370543,628181,94,628181,32,628307,2112000000
32621,1,6507336679430,6507336679473,6507336679544,6507337379246,6507337379293,634982,114,634982,47,635143,2112000000
32609,1,6507336686099,6507336686146,6507336686240,6507337390258,6507337390282,644055,141,644055,24,644220,2112000000
32614,1,6507336692748,6507336692793,6507336692897,6507337399031,6507337399056,650825,149,650825,25,650999,2112000000
32588,1,6507336699411,6507336699456,6507336699560,6507337407799,6507337407852,657651,149,657651,53,657853,2112000000
32600,1,6507336706088,6507336706137,6507336706211,6507337416862,6507337416902,664736,123,664736,40,664899,2112000000
32603,1,6507336712874,6507336712919,6507336712992,6507337426193,6507337426238,672118,118,672118,45,672281,2112000000
32631,1,6507336719472,6507336719517,6507336719604,6507337436224,6507337436397,680068,132,680068,173,680373,2112000000
32616,1,6507336726094,6507336726145,6507336726200,6507337444773,6507337444816,686655,106,686655,43,686804,2112000000
32575,1,6507336732713,6507336732759,6507336732871,6507337454127,6507337454343,693954,158,693954,216,694328,2112000000
32604,1,6507336739653,6507336739698,6507336739767,6507337464058,6507337464098,701921,114,701921,40,702075,2112000000
32587,1,6507336746120,6507336746165,6507336746245,6507337473351,6507337473391,709027,125,709027,40,709192,2112000000
32637,1,6507336752690,6507336752747,6507336752806,6507337483226,6507337483269,716937,116,716937,43,717096,2112000000
32585,1,6507336759328,6507336759375,6507336759477,6507337496282,6507337496324,727940,149,727940,42,728131,2112000000
32576,1,6507336766008,6507336766053,6507336766116,6507337505355,6507337505395,734991,108,734991,40,735139,2112000000
182,0,6507337536263,6507337536591,6507337536672,6507339424425,6507339424451,1599436,409,1599436,26,1599871,2112000000
182,0,6507339443730,6507339443789,6507339443803,6507340969911,6507340969937,1291528,73,1291528,26,1291627,2112000000
190,0,6443916174828,6443916175079,6443916175160,6507370688144,6507370688154,0,332,63454512984,10,63454513326,2112000000
189,0,6443916175321,6443916175478,6443916176523,6507370731527,6507370731649,0,1202,63454555004,122,63454556328,2112000000
188,0,6443916176592,6443916176765,6443916177951,6507370748216,6507370748391,0,1359,63454570265,175,63454571799,2112000000
187,0,6443916178012,6443916178163,6443916179295,6507370755381,6507370755509,0,1283,63454576086,128,63454577497,2112000000
186,0,6443916179361,6443916179511,6443916180670,6507370763040,6507370763209,0,1309,63454582370,169,63454583848,2112000000
185,0,6443916180748,6443916180890,6443916181888,6507370770041,6507370770247,0,1140,63454588153,206,63454589499,2112000000
184,0,6443916181962,6443916182090,6443916183251,6507370777633,6507370777784,0,1289,63454594382,151,63454595822,2112000000
183,0,6443916183337,6443916183463,6443916184598,6507370789216,6507370789226,0,1261,63454604618,10,63454605889,2112000000
cid,qid,t_start,t_sqe_copy,t_doorbell,t_completion,t_end,t_poll_cycles,submit_ticks,wait_ticks,completion_ticks,total_ticks,ticks_hz
191,0,6508590011811,6508590015158,6508590016902,6508591357417,6508591357896,90115,5091,90115,479,95685,2112000000
191,0,6508592624645,6508592624798,6508592624892,6508598583038,6508598583162,402833,247,402833,124,403204,2112000000
191,0,6508598662415,6508598662788,6508598662989,6508598763206,6508598763328,7419,574,7419,122,8115,2112000000
191,0,6508598818756,6508598819016,6508598819240,6508599416426,6508599416551,41526,484,41526,125,42135,2112000000
191,0,6508599485867,6508599486323,6508599486374,6508599589911,6508599590029,7520,507,7520,118,8145,2112000000
182,0,6508681858316,6508681858473,6508681858658,6508683365314,6508683365369,100770,342,100770,55,101167,2112000000
32577,1,6572042519821,6572042519868,6572042519927,6572043502496,6572043502518,337632,106,337632,22,337760,2112000000
32528,1,6572042526395,6572042526443,6572042526531,6572043568031,6572043568052,400834,136,400834,21,400991,2112000000
32595,1,6572042480072,6572042480117,6572042480209,6572043579728,6572043579751,432037,137,432037,23,432197,2112000000
32632,1,6572042533009,6572042533056,6572042533103,6572043589316,6572043589361,419751,94,419751,45,419890,2112000000
32514,1,6572042539682,6572042539729,6572042539774,6572043598485,6572043598518,426500,92,426500,33,426625,2112000000
32570,1,6572042513309,6572042513358,6572042513431,6572043607422,6572043607454,445203,122,445203,32,445357,2112000000
32589,1,6572042546321,6572042546368,6572042546451,6572043617297,6572043617330,442947,130,442947,33,443110,2112000000
32609,1,6572042553061,6572042553110,6572042553171,6572043626366,6572043626515,449725,110,449725,149,449984,2112000000
32596,1,6572042566304,6572042566351,6572042566420,6572043635470,6572043635508,453756,116,453756,38,453910,2112000000
32519,1,6572042572957,6572042573000,6572042573079,6572043644433,6572043644467,460308,122,460308,34,460464,2112000000
32573,1,6572042586253,6572042586296,6572042586385,6572043658197,6572043658233,469118,132,469118,36,469286,2112000000
32619,1,6572042592920,6572042592967,6572042593012,6572043687035,6572043687182,495680,92,495680,147,495919,2112000000
32622,1,6572042599426,6572042599498,6572042599575,6572043697605,6572043697636,503777,149,503777,31,503957,2112000000
32637,1,6572042653852,6572042653899,6572042653964,6572043707371,6572043707403,500914,112,500914,32,501058,2112000000
32557,1,6572042559782,6572042559826,6572042559910,6572043716538,6572043716576,537331,128,537331,38,537497,2112000000
32634,1,6572042579873,6572042579920,6572042579991,6572043726865,6572043727030,540483,118,540483,165,540766,2112000000
32636,1,6572042660890,6572042660965,6572042661008,6572043747364,6572043747388,538392,118,538392,24,538534,2112000000
32554,1,6572042663281,6572042663324,6572042663391,6572043756378,6572043756411,545960,110,545960,33,546103,2112000000
32599,1,6572042668221,6572042668272,6572042668352,6572043765944,6572043765991,553529,131,553529,47,553707,2112000000
32605,1,6572042674506,6572042674552,6572042674628,6572043775479,6572043775520,560769,122,560769,41,560932,2112000000
32602,1,6572042680794,6572042680863,6572042680912,6572043785872,6572043785909,568452,118,568452,37,568607,2112000000
32613,1,6572042687618,6572042687665,6572042687732,6572043796259,6572043796308,576475,114,576475,49,576638,2112000000
32567,1,6572042694120,6572042694163,6572042694238,6572043806907,6572043806958,584649,118,584649,51,584818,2112000000
32530,1,6572042700763,6572042700806,6572042700893,6572043816149,6572043816191,591486,130,591486,42,591658,2112000000
32556,1,6572042707677,6572042707723,6572042707787,6572043826350,6572043826397,599308,110,599308,47,599465,2112000000
32535,1,6572042719298,6572042719345,6572042719414,6572043835743,6572043835883,604947,116,604947,140,605203,2112000000
32534,1,6572042728304,6572042728348,6572042728424,6572043844893,6572043844956,611090,120,611090,63,611273,2112000000
32598,1,6572042734953,6572042734997,6572042735083,6572043854718,6572043854751,618451,130,618451,33,618614,2112000000
32538,1,6572042748646,6572042748690,6572042748758,6572043863925,6572043863966,622769,112,622769,41,622922,2112000000
32615,1,6572042755292,6572042755345,6572042755398,6572043872778,6572043872813,629266,106,629266,35,629407,2112000000
32580,1,6572042761550,6572042761595,6572042761681,6572043881833,6572043881868,635609,131,635609,35,635775,2112000000
32518,1,6572042768211,6572042768260,6572042768323,6572043890042,6572043890079,641402,112,641402,37,641551,2112000000
32547,1,6572042774862,6572042774907,6572042774964,6572043898488,6572043898522,647429,102,647429,34,647565,2112000000
32561,1,6572042781527,6572042781574,6572042781643,6572043908208,6572043908241,654807,116,654807,33,654956,2112000000
32629,1,6572042788213,6572042788256,6572042788337,6572043916558,6572043916607,660764,124,660764,49,660937,2112000000
32560,1,6572042744924,6572042744973,6572042745038,6572043925564,6572043925623,686184,114,686184,59,686357,2112000000
32545,1,6572042794884,6572042794935,6572042795002,6572043935458,6572043935501,677230,118,677230,43,677391,2112000000
32541,1,6572042801498,6572042801543,6572042801633,6572043944985,6572043945030,684341,135,684341,45,684521,2112000000
32611,1,6572042808166,6572042808219,6572042808253,6572043954076,6572043954121,691023,87,691023,45,691155,2112000000
32544,1,6572042821480,6572042821523,6572042821594,6572043963388,6572043963428,695582,114,695582,40,695736,2112000000
32631,1,6572042828135,6572042828180,6572042828243,6572043972998,6572043973031,702771,108,702771,33,702912,2112000000
32526,1,6572042841496,6572042841565,6572042841644,6572043981660,6572043981707,706646,148,706646,47,706841,2112000000
32516,1,6572042848104,6572042848147,6572042848238,6572043990639,6572043990702,713174,134,713174,63,713371,2112000000
32612,1,6572042854775,6572042854820,6572042854895,6572043999431,6572043999474,719558,120,719558,43,719721,2112000000
32540,1,6572042861410,6572042861461,6572042861538,6572044007801,6572044007846,725493,128,725493,45,725666,2112000000
32638,1,6572042814817,6572042814890,6572042814935,6572044016915,6572044016976,751486,118,751486,61,751665,2112000000
32627,1,6572042834767,6572042834810,6572042834898,6572044025501,6572044025538,752888,131,752888,37,753056,2112000000
32569,1,6572042875097,6572042875143,6572042875221,6572044034187,6572044034224,747057,124,747057,37,747218,2112000000
32537,1,6572042888042,6572042888087,6572042888152,6572044043325,6572044043354,751144,110,751144,29,751283,2112000000
32564,1,6572042894707,6572042894754,6572042894819,6572044051985,6572044052023,757425,112,757425,38,757575,2112000000
32593,1,6572042901356,6572042901399,6572042901482,6572044060842,6572044060884,763875,126,763875,42,764043,2112000000
32566,1,6572042907899,6572042907946,6572042908013,6572044073891,6572044073938,774514,114,774514,47,774675,2112000000
32551,1,6572042868091,6572042868136,6572042868213,6572044082791,6572044082833,798081,122,798081,42,798245,2112000000
32594,1,6572042881395,6572042881440,6572042881489,6572044091348,6572044091389,801551,94,801551,41,801686,2112000000
32550,1,6572042941388,6572042941431,6572042941514,6572044100207,6572044100250,791663,126,791663,43,791832,2112000000
32515,1,6572042948023,6572042948067,6572042948167,6572044109081,6572044109121,798065,144,798065,40,798249,2112000000
32610,1,6572042954893,6572042954942,6572042955016,6572044117306,6572044117339,803827,123,803827,33,803983,2112000000
32512,1,6572042961141,6572042961192,6572042961267,6572044126728,6572044126764,810709,126,810709,36,810871,2112000000
32565,1,6572042934684,6572042934729,6572042934810,6572044135403,6572044135446,829295,126,829295,43,829464,2112000000
32571,1,6572043023802,6572043023849,6572043023894,6572044144124,6572044144161,813784,92,813784,37,813913,2112000000
32531,1,6572043028316,6572043028361,6572043028443,6572044154570,6572044154600,822264,127,822264,30,822421,2112000000
32576,1,6572043044034,6572043044081,6572043044156,6572044163215,6572044163252,824615,122,824615,37,824774,2112000000
32582,1,6572043050653,6572043050695,6572043050785,6572044171919,6572044171942,830925,132,830925,23,831080,2112000000
32617,1,6572043057324,6572043057371,6572043057442,6572044180746,6572044180774,837357,118,837357,28,837503,2112000000
32555,1,6572043063971,6572043064013,6572043064083,6572044189971,6572044190026,844223,112,844223,55,844390,2112000000
32568,1,6572043070648,6572043070695,6572043070760,6572044198641,6572044198674,850498,112,850498,33,850643,2112000000
32626,1,6572043077680,6572043077725,6572043077806,6572044207203,6572044207248,856694,126,856694,45,856865,2112000000
32521,1,6572043033258,6572043033307,6572043033370,6572044216571,6572044216602,882263,112,882263,31,882406,2112000000
32586,1,6572043038062,6572043038108,6572043038194,6572044229598,6572044229628,893235,132,893235,30,893397,2112000000
32585,1,6572043083974,6572043084021,6572043084066,6572044237887,6572044237927,884714,92,884714,40,884846,2112000000
32563,1,6572043090623,6572043090666,6572043090733,6572044246736,6572044246774,891183,110,891183,38,891331,2112000000
32608,1,6572043097303,6572043097346,6572043097390,6572044255876,6572044255931,897930,87,897930,55,898072,2112000000
32532,1,6572043103988,6572043104029,6572043104119,6572044264747,6572044264806,904440,131,904440,59,904630,2112000000
32620,1,6572043110772,6572043110816,6572043110892,6572044274229,6572044274274,911492,120,911492,45,911657,2112000000
32597,1,6572043117247,6572043117290,6572043117386,6572044284539,6572044284610,919332,139,919332,71,919542,2112000000
32562,1,6572043123933,6572043123978,6572043124053,6572044293616,6572044293655,925965,120,925965,39,926124,2112000000
32517,1,6572043130545,6572043130596,6572043130671,6572044303102,6572044303125,933037,126,933037,23,933186,2112000000
32539,1,6572043143859,6572043143904,6572043143996,6572044312395,6572044312430,937612,137,937612,35,937784,2112000000
32601,1,6572043150583,6572043150628,6572043150675,6572044322169,6572044322208,944940,92,944940,39,945071,2112000000
32548,1,6572043157324,6572043157369,6572043157456,6572044332344,6572044332397,952673,132,952673,53,952858,2112000000
32616,1,6572043163859,6572043163904,6572043163965,6572044342378,6572044342415,960225,106,960225,37,960368,2112000000
32590,1,6572043170491,6572043170565,6572043170616,6572044353146,6572044353189,968571,125,968571,43,968739,2112000000
32628,1,6572043177138,6572043177181,6572043177252,6572044362288,6572044362313,975355,114,975355,25,975494,2112000000
32584,1,6572043183840,6572043183881,6572043183952,6572044371799,6572044371948,982516,112,982516,149,982777,2112000000
32574,1,6572043137221,6572043137296,6572043137369,6572044391408,6572044391432,1018987,148,1018987,24,1019159,2112000000
32559,1,6572043190477,6572043190522,6572043190615,6572044400868,6572044401033,1009195,138,1009195,165,1009498,2112000000
32607,1,6572043197130,6572043197175,6572043197248,6572044412656,6572044412695,1018572,118,1018572,39,1018729,2112000000
32624,1,6572043203807,6572043203852,6572043203897,6572044422438,6572044422497,1025965,90,1025965,59,1026114,2112000000
32511,1,6572043210466,6572043210509,6572043210603,6572044431381,6572044431436,1032543,137,1032543,55,1032735,2112000000
32606,1,6572043217111,6572043217184,6572043217223,6572044440403,6572044440441,1039152,112,1039152,38,1039302,2112000000
32527,1,6572043223754,6572043223799,6572043223870,6572044449810,6572044449832,1046150,116,1046150,22,1046288,2112000000
32529,1,6572043230794,6572043230837,6572043230894,6572044459162,6572044459188,1053145,100,1053145,26,1053271,2112000000
32549,1,6572043237080,6572043237123,6572043237217,6572044467799,6572044467860,1059108,137,1059108,61,1059306,2112000000
32533,1,6572043243747,6572043243798,6572043243857,6572044477448,6572044477483,1066394,110,1066394,35,1066539,2112000000
32588,1,6572043250421,6572043250466,6572043250551,6572044485996,6572044486057,1072548,130,1072548,61,1072739,2112000000
32618,1,6572043257108,6572043257155,6572043257228,6572044495240,6572044495291,1079339,120,1079339,51,1079510,2112000000
32558,1,6572043263686,6572043263763,6572043263806,6572044504388,6572044504688,1086088,120,1086088,300,1086508,2112000000
32603,1,6572043270353,6572043270398,6572043270494,6572044513477,6572044513538,1092785,141,1092785,61,1092987,2112000000
32639,1,6572043277055,6572043277102,6572043277181,6572044522526,6572044522589,1099451,126,1099451,63,1099640,2112000000
32579,1,6572043283657,6572043283700,6572043283793,6572044531733,6572044531770,1106206,136,1106206,37,1106379,2112000000
32623,1,6572043290701,6572043290752,6572043290831,6572044541203,6572044541244,1113318,130,1113318,41,1113489,2112000000
32592,1,6572043303653,6572043303699,6572043303769,6572044550168,6572044550228,1117183,116,1117183,60,1117359,2112000000
32633,1,6572043310293,6572043310338,6572043310430,6572044559863,6572044559897,1124512,137,1124512,34,1124683,2112000000
32600,1,6572043317107,6572043317154,6572043317215,6572044569217,6572044569286,1131476,108,1131476,69,1131653,2112000000
32578,1,6572043330132,6572043330175,6572043330256,6572044579223,6572044579276,1136570,124,1136570,53,1136747,2112000000
32575,1,6572043348486,6572043348533,6572043348596,6572044587846,6572044587896,1139388,110,1139388,50,1139548,2112000000
32520,1,6572043296979,6572043297030,6572043297112,6572044597092,6572044597130,1166475,133,1166475,38,1166646,2112000000
32543,1,6572043354750,6572043354794,6572043354870,6572044611438,6572044611467,1160322,120,1160322,29,1160471,2112000000
32587,1,6572043361427,6572043361476,6572043361535,6572044620817,6572044620898,1167347,108,1167347,81,1167536,2112000000
32621,1,6572043368163,6572043368208,6572043368298,6572044629421,6572044629635,1173530,135,1173530,214,1173879,2112000000
32542,1,6572043323813,6572043323886,6572043323937,6572044638769,6572044638794,1198654,124,1198654,25,1198803,2112000000
32614,1,6572043374784,6572043374831,6572043374898,6572044648529,6572044648584,1190280,114,1190280,55,1190449,2112000000
32513,1,6572043381398,6572043381443,6572043381528,6572044658325,6572044658362,1197671,130,1197671,37,1197838,2112000000
32522,1,6572043388047,6572043388094,6572043388141,6572044666679,6572044666736,1203656,94,1203656,57,1203807,2112000000
32591,1,6572043339089,6572043339132,6572043339219,6572044675581,6572044675642,1230030,130,1230030,61,1230221,2112000000
32625,1,6572043394706,6572043394751,6572043394832,6572044685255,6572044685299,1219841,126,1219841,44,1220011,2112000000
32635,1,6572043408022,6572043408065,6572043408148,6572044694407,6572044694472,1223941,126,1223941,65,1224132,2112000000
32553,1,6572043415048,6572043415091,6572043415188,6572044704146,6572044704203,1231249,140,1231249,57,1231446,2112000000
32604,1,6572043421206,6572043421251,6572043421322,6572044713005,6572044713062,1237403,116,1237403,57,1237576,2112000000
32583,1,6572043446388,6572043446441,6572043446500,6572044721993,6572044722056,1240053,112,1240053,63,1240228,2112000000
32523,1,6572043469280,6572043469327,6572043469398,6572044733532,6572044733587,1243735,118,1243735,55,1243908,2112000000
32525,1,6572043401744,6572043401789,6572043401864,6572044742844,6572044743035,1275066,120,1275066,191,1275377,2112000000
32581,1,6572043476318,6572043476365,6572043476436,6572044751636,6572044751670,1259443,118,1259443,34,1259595,2112000000
32572,1,6572043456013,6572043456058,6572043456137,6572044761829,6572044761990,1276876,124,1276876,161,1277161,2112000000
32552,1,6572043482610,6572043482657,6572043482702,6572044770413,6572044770437,1275501,92,1275501,24,1275617,2112000000
32524,1,6572043462623,6572043462668,6572043462739,6572044779339,6572044779394,1291921,116,1291921,55,1292092,2112000000
32546,1,6572043494262,6572043494315,6572043494374,6572044789123,6572044789192,1290816,112,1290816,69,1290997,2112000000
32536,1,6572043495920,6572043495965,6572043496057,6572044799003,6572044799043,1299332,137,1299332,40,1299509,2112000000
182,0,6572044827918,6572044828436,6572044828593,6572046711878,6572046711903,1608636,675,1608636,25,1609336,2112000000
182,0,6572046731314,6572046731352,6572046731379,6572048260688,6572048260715,1324132,65,1324132,27,1324224,2112000000
190,0,6508592610221,6508592610396,6508592610510,6572077606878,6572077606890,0,289,63484996368,12,63484996669,2112000000
189,0,6508592610671,6508592610828,6508592611857,6572077629483,6572077629495,0,1186,63485017626,12,63485018824,2112000000
188,0,6508592611924,6508592612093,6508592613291,6572077637961,6572077638168,0,1367,63485024670,207,63485026244,2112000000
187,0,6508592613352,6508592613495,6508592614619,6572077646345,6572077646634,0,1267,63485031726,289,63485033282,2112000000
186,0,6508592614686,6508592614831,6508592615986,6572077653786,6572077653982,0,1300,63485037800,196,63485039296,2112000000
185,0,6508592616053,6508592616198,6508592617216,6572077660737,6572077660776,0,1163,63485043521,39,63485044723,2112000000
184,0,6508592617275,6508592617408,6508592618591,6572077668482,6572077668492,0,1316,63485049891,10,63485051217,2112000000
183,0,6508592618661,6508592618793,6508592619942,6572077675418,6572077675428,0,1281,63485055476,10,63485056767,2112000000
cid,qid,t_start,t_sqe_copy,t_doorbell,t_completion,t_end,t_poll_cycles,submit_ticks,wait_ticks,completion_ticks,total_ticks,ticks_hz
191,0,6573418550484,6573418554874,6573418556651,6573419897001,6573419897461,93277,6167,93277,460,99904,2112000000
191,0,6573421118457,6573421118610,6573421118980,6573427074105,6573427074230,409188,523,409188,125,409836,2112000000
191,0,6573427155992,6573427156345,6573427156463,6573427254367,6573427254491,7206,471,7206,124,7801,2112000000
191,0,6573427329397,6573427329658,6573427329823,6573427927206,6573427927355,41969,426,41969,149,42544,2112000000
191,0,6573428012966,6573428013171,6573428013379,6573428115113,6573428115266,7413,413,7413,153,7979,2112000000
182,0,6573485912339,6573485912453,6573485912574,6573487422448,6573487422491,132717,235,132717,43,132995,2112000000
32599,1,6636846589485,6636846589532,6636846589599,6636847524931,6636847524954,345480,114,345480,23,345617,2112000000
32528,1,6636846542550,6636846542595,6636846542684,6636847592382,6636847592408,430261,134,430261,26,430421,2112000000
32567,1,6636846595835,6636846595879,6636846595957,6636847605388,6636847605408,423265,122,423265,20,423407,2112000000
32601,1,6636846602512,6636846602559,6636846602606,6636847615095,6636847615131,430569,94,430569,36,430699,2112000000
32615,1,6636846609230,6636846609277,6636846609352,6636847624781,6636847624817,437841,122,437841,36,437999,2112000000
32568,1,6636846575900,6636846575947,6636846575994,6636847661064,6636847661091,486486,94,486486,27,486607,2112000000
32517,1,6636846615861,6636846615906,6636846615975,6636847671172,6636847671468,481996,114,481996,296,482406,2112000000
32636,1,6636846622463,6636846622508,6636846622599,6636847681300,6636847681329,489401,136,489401,29,489566,2112000000
32635,1,6636846629169,6636846629213,6636846629260,6636847690762,6636847690793,496390,91,496390,31,496512,2112000000
32553,1,6636846664055,6636846664102,6636846664796,6636847707539,6636847707572,507837,741,507837,33,508611,2112000000
32561,1,6636846664263,6636846664308,6636846664796,6636847716747,6636847716790,517056,533,517056,43,517632,2112000000
32559,1,6636846664473,6636846664517,6636846664796,6636847726062,6636847726087,526351,323,526351,25,526699,2112000000
32551,1,6636846664670,6636846664715,6636846664796,6636847734553,6636847734579,534844,126,534844,26,534996,2112000000
32592,1,6636846669054,6636846669099,6636846669178,6636847744086,6636847744112,522364,124,522364,26,522514,2112000000
32597,1,6636846682413,6636846682456,6636846682541,6636847753595,6636847753621,526671,128,526671,26,526825,2112000000
32544,1,6636846635834,6636846635877,6636846635948,6636847767734,6636847767758,570940,114,570940,24,571078,2112000000
32580,1,6636846689076,6636846689123,6636846689194,6636847776554,6636847776581,547201,118,547201,27,547346,2112000000
32606,1,6636846695713,6636846695796,6636846695831,6636847786059,6636847786083,554263,118,554263,24,554405,2112000000
32547,1,6636846676141,6636846676196,6636846676234,6636847794513,6636847794539,570326,93,570326,26,570445,2112000000
32549,1,6636846702528,6636846702573,6636846702661,6636847802985,6636847803009,568766,133,568766,24,568923,2112000000
32584,1,6636846709133,6636846709179,6636846709251,6636847812292,6636847812318,575526,118,575526,26,575670,2112000000
32572,1,6636846715678,6636846715722,6636846715808,6636847821461,6636847821499,582241,130,582241,38,582409,2112000000
32619,1,6636846722400,6636846722445,6636846722530,6636847834871,6636847834907,593172,130,593172,36,593338,2112000000
32605,1,6636846734070,6636846734117,6636846734186,6636847845463,6636847845496,600179,116,600179,33,600328,2112000000
32519,1,6636846742467,6636846742511,6636846742599,6636847854880,6636847854915,605762,132,605762,35,605929,2112000000
32546,1,6636846749001,6636846749046,6636846749111,6636847864151,6636847864183,612529,110,612529,32,612671,2112000000
32529,1,6636846762613,6636846762658,6636846762741,6636847881981,6636847882016,624599,128,624599,35,624762,2112000000
32587,1,6636846769013,6636846769058,6636846769150,6636847891335,6636847891358,631567,137,631567,23,631727,2112000000
32538,1,6636846775609,6636846775652,6636846775701,6636847899954,6636847899986,637722,92,637722,32,637846,2112000000
32582,1,6636846782291,6636846782336,6636846782401,6636847909442,6636847909469,644794,110,644794,27,644931,2112000000
32533,1,6636846735677,6636846735722,6636846735820,6636847919047,6636847919088,672402,143,672402,41,672586,2112000000
32583,1,6636846760478,6636846760523,6636846760594,6636847928582,6636847928617,673642,116,673642,35,673793,2112000000
32560,1,6636846795788,6636846795837,6636846795878,6636847938476,6636847938509,668950,90,668950,33,669073,2112000000
32621,1,6636846802262,6636846802307,6636846802392,6636847947282,6636847947453,675186,130,675186,171,675487,2112000000
32631,1,6636846808915,6636846808968,6636846809027,6636847956636,6636847956675,682079,112,682079,39,682230,2112000000
32608,1,6636846815590,6636846815635,6636846815700,6636847966634,6636847966665,689620,110,689620,31,689761,2112000000
32586,1,6636846822253,6636846822300,6636846822359,6636847976828,6636847976852,697387,106,697387,24,697517,2112000000
32585,1,6636846828880,6636846828925,6636846829010,6636847986393,6636847986418,704506,130,704506,25,704661,2112000000
32534,1,6636846835614,6636846835659,6636846835726,6636847995835,6636847995864,711497,112,711497,29,711638,2112000000
32540,1,6636846788933,6636846788980,6636846789066,6636848005976,6636848006012,738870,133,738870,36,739039,2112000000
32579,1,6636846842241,6636846842283,6636846842379,6636848017379,6636848017401,730576,138,730576,22,730736,2112000000
32634,1,6636846848881,6636846848926,6636846849014,6636848027774,6636848027817,738547,133,738547,43,738723,2112000000
32590,1,6636846855587,6636846855659,6636846855732,6636848046643,6636848046694,754913,145,754913,51,755109,2112000000
32515,1,6636846862175,6636846862220,6636846862308,6636848056879,6636848056912,762630,133,762630,33,762796,2112000000
32555,1,6636846868879,6636846868924,6636846868989,6636848068851,6636848068877,772155,110,772155,26,772291,2112000000
32573,1,6636846875493,6636846875538,6636846875626,6636848077624,6636848077669,778505,133,778505,45,778683,2112000000
32525,1,6636846882191,6636846882236,6636846882315,6636848086593,6636848086628,785045,124,785045,35,785204,2112000000
32627,1,6636846895473,6636846895521,6636846895570,6636848095406,6636848095448,788883,97,788883,42,789022,2112000000
32628,1,6636846915409,6636846915454,6636846915548,6636848104295,6636848104324,790457,139,790457,29,790625,2112000000
32600,1,6636846922266,6636846922319,6636846922384,6636848113191,6636848113226,796933,118,796933,35,797086,2112000000
32571,1,6636846928756,6636846928803,6636846928866,6636848122488,6636848122523,803679,110,803679,35,803824,2112000000
32514,1,6636846935433,6636846935480,6636846935525,6636848131938,6636848131981,810686,92,810686,43,810821,2112000000
32521,1,6636846888897,6636846888948,6636846889001,6636848140939,6636848140964,836915,104,836915,25,837044,2112000000
32607,1,6636846902089,6636846902136,6636846902207,6636848149890,6636848149927,840937,118,840937,37,841092,2112000000
32616,1,6636846908791,6636846908838,6636846908882,6636848158988,6636848159012,847580,91,847580,24,847695,2112000000
32630,1,6636846948615,6636846948662,6636846948729,6636848168089,6636848168113,841963,114,841963,24,842101,2112000000
32562,1,6636846972968,6636846973014,6636846973092,6636848176858,6636848176887,843376,124,843376,29,843529,2112000000
32532,1,6636846979696,6636846979749,6636846979832,6636848186494,6636848186528,850589,136,850589,34,850759,2112000000
32520,1,6636846999596,6636846999641,6636846999730,6636848196328,6636848196357,853035,134,853035,29,853198,2112000000
32603,1,6636846942070,6636846942113,6636846942200,6636848205442,6636848205493,881761,130,881761,51,881942,2112000000
32541,1,6636847006265,6636847006310,6636847006375,6636848215153,6636848215183,869431,110,869431,30,869571,2112000000
32512,1,6636847012920,6636847012965,6636847013044,6636848224391,6636848224425,876226,124,876226,34,876384,2112000000
32588,1,6636846986286,6636846986328,6636846986414,6636848234042,6636848234077,895653,128,895653,35,895816,2112000000
32617,1,6636846992969,6636846993016,6636846993104,6636848246552,6636848246588,905711,135,905711,36,905882,2112000000
32552,1,6636846966223,6636846966268,6636846966333,6636848257326,6636848257354,926343,110,926343,28,926481,2112000000
32613,1,6636847019616,6636847019663,6636847019742,6636848269034,6636848269073,918392,126,918392,39,918557,2112000000
32566,1,6636847026228,6636847026273,6636847026358,6636848278331,6636848278368,925219,130,925219,37,925386,2112000000
32581,1,6636847032877,6636847032922,6636847032997,6636848288193,6636848288227,932641,120,932641,34,932795,2112000000
32537,1,6636847039403,6636847039454,6636847039520,6636848301167,6636848301191,943190,117,943190,24,943331,2112000000
32523,1,6636847069342,6636847069387,6636847069446,6636848310201,6636848310223,943636,104,943636,22,943762,2112000000
32530,1,6636847076101,6636847076143,6636847076196,6636848318930,6636848318968,949896,95,949896,38,950029,2112000000
32554,1,6636847082782,6636847082829,6636847082904,6636848329689,6636848329730,958236,122,958236,41,958399,2112000000
32596,1,6636847089447,6636847089494,6636847089576,6636848338766,6636848338950,964840,129,964840,184,965153,2112000000
32576,1,6636847096351,6636847096396,6636847096473,6636848348112,6636848348143,971717,122,971717,31,971870,2112000000
32623,1,6636847102737,6636847102782,6636847102853,6636848357888,6636848357914,978860,116,978860,26,979002,2112000000
32625,1,6636847109408,6636847109455,6636847109528,6636848367000,6636848367034,985552,120,985552,34,985706,2112000000
32550,1,6636847061483,6636847061530,6636847061593,6636848376024,6636848376187,1012176,110,1012176,163,1012449,2112000000
