cid,qid,t_start,t_sqe_copy,t_doorbell,t_completion,t_end,t_poll_cycles,submit_ticks,wait_ticks,completion_ticks,total_ticks,ticks_hz
32623,1,5729874033291,5729874033323,5729874033343,5729874345475,5729874345501,212871,52,212871,26,212949,2112000000
32631,1,5729874034883,5729874034914,5729874034945,5729874353393,5729874353431,219822,62,219822,38,219922,2112000000
32592,1,5729874038112,5729874038141,5729874038165,5729874362321,5729874362353,226862,53,226862,32,226947,2112000000
32602,1,5729874039677,5729874039707,5729874039738,5729874369856,5729874369891,233473,61,233473,35,233569,2112000000
32612,1,5729874059544,5729874059576,5729874059597,5729874378010,5729874378047,236912,53,236912,37,237002,2112000000
32606,1,5729874061057,5729874061108,5729874061127,5729874385671,5729874385708,243588,70,243588,37,243695,2112000000
32616,1,5729874067725,5729874067755,5729874067790,5729874394082,5729874394121,250010,65,250010,39,250114,2112000000
32627,1,5729874069407,5729874069436,5729874069466,5729874402279,5729874402312,257274,59,257274,33,257366,2112000000
32619,1,5729874071067,5729874071096,5729874071128,5729874409888,5729874409928,263945,61,263945,40,264046,2112000000
32609,1,5729874074492,5729874074520,5729874074547,5729874417506,5729874417539,269668,55,269668,33,269756,2112000000
32622,1,5729874076140,5729874076193,5729874076213,5729874425567,5729874425610,276794,73,276794,43,276910,2112000000
32621,1,5729874077851,5729874077879,5729874077904,5729874433966,5729874433998,284252,53,284252,32,284337,2112000000
32578,1,5729874079466,5729874079497,5729874079527,5729874441780,5729874441822,291101,61,291101,42,291204,2112000000
32637,1,5729874082858,5729874082888,5729874082919,5729874449388,5729874449418,296818,61,296818,30,296909,2112000000
32604,1,5729874084333,5729874084365,5729874084386,5729874457214,5729874457237,303727,53,303727,23,303803,2112000000
32583,1,5729874091285,5729874091332,5729874091352,5729874465495,5729874465529,309999,67,309999,34,310100,2112000000
32629,1,5729874149163,5729874149194,5729874149222,5729874473331,5729874473364,305114,59,305114,33,305206,2112000000
32630,1,5729874150542,5729874150579,5729874150601,5729874481223,5729874481257,312073,59,312073,34,312166,2112000000
32618,1,5729874151854,5729874151883,5729874151909,5729874489200,5729874489226,319184,55,319184,26,319265,2112000000
32611,1,5729874153386,5729874153415,5729874153449,5729874496443,5729874496476,325502,63,325502,33,325598,2112000000
32639,1,5729874154606,5729874154635,5729874154669,5729874504044,5729874504068,332245,63,332245,24,332332,2112000000
32608,1,5729874157028,5729874157059,5729874157085,5729874511819,5729874511856,338303,57,338303,37,338397,2112000000
32615,1,5729874157947,5729874157988,5729874158008,5729874529319,5729874529348,355001,61,355001,29,355091,2112000000
32587,1,5729874159204,5729874159236,5729874159265,5729874536899,5729874536932,361757,61,361757,33,361851,2112000000
32626,1,5729874160613,5729874160644,5729874160668,5729874544609,5729874544642,368645,55,368645,33,368733,2112000000
32617,1,5729874161787,5729874161823,5729874161844,5729874553452,5729874553495,376482,57,376482,43,376582,2112000000
32585,1,5729874162934,5729874162964,5729874162997,5729874561398,5729874561433,383532,63,383532,35,383630,2112000000
32610,1,5729874031533,5729874031563,5729874031596,5729874569078,5729874569109,437409,63,437409,31,437503,2112000000
32638,1,5729874036472,5729874036527,5729874036544,5729874577094,5729874577128,442579,72,442579,34,442685,2112000000
32581,1,5729874164777,5729874164806,5729874164840,5729874584694,5729874584733,405908,63,405908,39,406010,2112000000
32595,1,5729874165568,5729874165600,5729874165623,5729874592072,5729874592109,412182,55,412182,37,412274,2112000000
32603,1,5729874166643,5729874166674,5729874166704,5729874599921,5729874599949,419220,61,419220,28,419309,2112000000
32613,1,5729874168291,5729874168324,5729874168344,5729874612094,5729874612135,430487,53,430487,41,430581,2112000000
32635,1,5729874169124,5729874169149,5729874169173,5729874622801,5729874622842,440411,49,440411,41,440501,2112000000
32584,1,5729874170727,5729874170766,5729874170786,5729874631548,5729874631585,448231,59,448231,37,448327,2112000000
32599,1,5729874072827,5729874072854,5729874072878,5729874639075,5729874639111,492156,51,492156,36,492243,2112000000
32575,1,5729874173958,5729874173997,5729874174017,5729874646355,5729874646388,461208,59,461208,33,461300,2112000000
32580,1,5729874177333,5729874177362,5729874177388,5729874653501,5729874653536,466492,55,466492,35,466582,2112000000
32579,1,5729874179586,5729874179617,5729874179646,5729874661209,5729874661248,473122,60,473122,39,473221,2112000000
32625,1,5729874180536,5729874180578,5729874180597,5729874669453,5729874669480,480447,61,480447,27,480535,2112000000
32576,1,5729874183881,5729874183911,5729874183942,5729874677748,5729874677791,486691,61,486691,43,486795,2112000000
32597,1,5729874186070,5729874186099,5729874186123,5729874685896,5729874685923,493753,53,493753,27,493833,2112000000
32596,1,5729874187060,5729874187089,5729874187121,5729874695704,5729874695739,502657,61,502657,35,502753,2112000000
32593,1,5729874155879,5729874155908,5729874155934,5729874703518,5729874703543,530905,55,530905,25,530985,2112000000
32633,1,5729874081124,5729874081155,5729874081179,5729874711337,5729874711373,559692,55,559692,36,559783,2112000000
32589,1,5729874189452,5729874189482,5729874189507,5729874719088,5729874719110,524931,55,524931,22,525008,2112000000
32628,1,5729874192554,5729874192583,5729874192611,5729874726618,5729874726647,530385,57,530385,29,530471,2112000000
32598,1,5729874193668,5729874193697,5729874193719,5729874734740,5729874734773,537722,51,537722,33,537806,2112000000
32588,1,5729874197378,5729874197408,5729874197433,5729874742632,5729874742666,543609,55,543609,34,543698,2112000000
32591,1,5729874198936,5729874198965,5729874198989,5729874750839,5729874750896,550894,53,550894,57,551004,2112000000
32594,1,5729874172815,5729874172850,5729874172870,5729874758272,5729874758323,573963,55,573963,51,574069,2112000000
32636,1,5729874176121,5729874176150,5729874176176,5729874767559,5729874767606,581381,55,581381,47,581483,2112000000
32600,1,5729874183053,5729874183084,5729874183108,5729874775432,5729874775485,585354,55,585354,53,585462,2112000000
32632,1,5729874190853,5729874190882,5729874190906,5729874783289,5729874783336,588373,53,588373,47,588473,2112000000
32605,1,5729874195928,5729874195958,5729874195985,5729874790867,5729874790889,592761,57,592761,22,592840,2112000000
182,0,5729874818175,5729874818456,5729874818668,5729876698236,5729876698261,1588790,493,1588790,25,1589308,2112000000
182,0,5729876712334,5729876712389,5729876712406,5729878242764,5729878242791,1287081,72,1287081,27,1287180,2112000000
190,0,5666448072074,5666448072400,5666448072487,5729907678628,5729907678640,0,413,63459606141,12,63459606566,2112000000
189,0,5666448072648,5666448072809,5666448073889,5729907721420,5729907721430,0,1241,63459647531,10,63459648782,2112000000
188,0,5666448073952,5666448074133,5666448075284,5729907738230,5729907738470,0,1332,63459662946,240,63459664518,2112000000
187,0,5666448075345,5666448075508,5666448076576,5729907745899,5729907746103,0,1231,63459669323,204,63459670758,2112000000
186,0,5666448076639,5666448076793,5666448077951,5729907753503,5729907753703,0,1312,63459675552,200,63459677064,2112000000
185,0,5666448078014,5666448078148,5666448079165,5729907760317,5729907760474,0,1151,63459681152,157,63459682460,2112000000
184,0,5666448079244,5666448079381,5666448080544,5729907767041,5729907767261,0,1300,63459686497,220,63459688017,2112000000
183,0,5666448080617,5666448080749,5666448081872,5729907773868,5729907773878,0,1255,63459691996,10,63459693261,2112000000
cid,qid,t_start,t_sqe_copy,t_doorbell,t_completion,t_end,t_poll_cycles,submit_ticks,wait_ticks,completion_ticks,total_ticks,ticks_hz
191,0,5731223149262,5731223153387,5731223155241,5731224499233,5731224499661,91726,5979,91726,428,98133,2112000000
191,0,5731225721288,5731225721449,5731225721785,5731231679098,5731231679228,428122,497,428122,130,428749,2112000000
191,0,5731231778200,5731231778566,5731231778695,5731231879066,5731231879196,7308,495,7308,130,7933,2112000000
191,0,5731231946225,5731231946508,5731231946658,5731232544629,5731232544759,41430,433,41430,130,41993,2112000000
191,0,5731233012939,5731233017545,5731233017684,5731233110905,5731233111275,7198,4745,7198,370,12313,2112000000
182,0,5731331227264,5731331227372,5731331227558,5731332737866,5731332737935,100399,294,100399,69,100762,2112000000
32558,1,5794692328705,5794692328770,5794692328790,5794692932959,5794692932983,271266,85,271266,24,271375,2112000000
32538,1,5794692372330,5794692372362,5794692372389,5794692987694,5794692987863,304342,59,304342,169,304570,2112000000
32525,1,5794692320856,5794692320886,5794692320907,5794692998812,5794692998835,343461,51,343461,23,343535,2112000000
32537,1,5794692319554,5794692319585,5794692319605,5794693007238,5794693007284,353057,51,353057,46,353154,2112000000
32560,1,5794692399196,5794692399227,5794692399253,5794693015593,5794693015634,314079,57,314079,41,314177,2112000000
32597,1,5794692402875,5794692402906,5794692402932,5794693024141,5794693024178,320047,57,320047,37,320141,2112000000
32529,1,5794692405990,5794692406022,5794692406045,5794693032713,5794693032745,325847,55,325847,32,325934,2112000000
32535,1,5794692407587,5794692407626,5794692407648,5794693041010,5794693041044,332799,61,332799,34,332894,2112000000
32601,1,5794692409141,5794692409180,5794692409202,5794693048828,5794693048866,339369,61,339369,38,339468,2112000000
32532,1,5794692410950,5794692410981,5794692411005,5794693057271,5794693057314,346508,55,346508,43,346606,2112000000
32615,1,5794692363927,5794692363958,5794692363984,5794693065513,5794693065538,388594,57,388594,25,388676,2112000000
32536,1,5794692412433,5794692412463,5794692412488,5794693099919,5794693099947,387852,55,387852,28,387935,2112000000
32619,1,5794692463104,5794692463151,5794692463180,5794693108016,5794693108040,381967,76,381967,24,382067,2112000000
32552,1,5794692465555,5794692465593,5794692465616,5794693116026,5794693116052,387562,61,387562,26,387649,2112000000
32599,1,5794692467288,5794692467327,5794692467347,5794693124414,5794693124441,394684,59,394684,27,394770,2112000000
32616,1,5794692393841,5794692393871,5794692393892,5794693132193,5794693132218,432749,51,432749,25,432825,2112000000
32569,1,5794692362238,5794692362269,5794692362291,5794693141254,5794693141411,465785,53,465785,157,465995,2112000000
32524,1,5794692468482,5794692468515,5794692468541,5794693150382,5794693150407,419458,59,419458,25,419542,2112000000
32550,1,5794692469678,5794692469712,5794692469735,5794693158502,5794693158526,426435,57,426435,24,426516,2112000000
32627,1,5794692470992,5794692471026,5794692471053,5794693166583,5794693166619,433381,61,433381,36,433478,2112000000
32546,1,5794692367323,5794692367363,5794692367382,5794693176112,5794693176143,496550,59,496550,31,496640,2112000000
32621,1,5794692385678,5794692385707,5794692385731,5794693184439,5794693184466,490488,53,490488,27,490568,2112000000
32514,1,5794692472191,5794692472224,5794692472246,5794693192198,5794693192233,457696,55,457696,35,457786,2112000000
32554,1,5794692473387,5794692473416,5794692473448,5794693200628,5794693200658,464984,61,464984,30,465075,2112000000
32542,1,5794692474569,5794692474626,5794692474644,5794693209344,5794693209381,472556,75,472556,37,472668,2112000000
32576,1,5794692476127,5794692476156,5794692476180,5794693218022,5794693218055,480015,53,480015,33,480101,2112000000
32600,1,5794692477557,5794692477586,5794692477620,5794693226390,5794693226435,487003,63,487003,45,487111,2112000000
32520,1,5794692478808,5794692478836,5794692478861,5794693234259,5794693234282,493679,53,493679,23,493755,2112000000
32592,1,5794692480036,5794692480063,5794692480091,5794693242827,5794693243092,501055,55,501055,265,501375,2112000000
32589,1,5794692481356,5794692481385,5794692481409,5794693254412,5794693254452,511423,53,511423,40,511516,2112000000
32638,1,5794692482613,5794692482670,5794692482688,5794693262101,5794693262126,517928,75,517928,25,518028,2112000000
32593,1,5794692484591,5794692484619,5794692484650,5794693278815,5794693278840,533244,59,533244,25,533328,2112000000
32563,1,5794692485793,5794692485819,5794692485848,5794693286611,5794693286650,539824,55,539824,39,539918,2112000000
32575,1,5794692487693,5794692487722,5794692487754,5794693294586,5794693294617,546493,61,546493,31,546585,2112000000
32625,1,5794692489647,5794692489675,5794692489710,5794693302366,5794693302392,552896,63,552896,26,552985,2112000000
32579,1,5794692507308,5794692507338,5794692507359,5794693309676,5794693309719,555540,51,555540,43,555634,2112000000
32634,1,5794692516947,5794692516978,5794692517006,5794693317277,5794693317311,560191,59,560191,34,560284,2112000000
32607,1,5794692518689,5794692518728,5794692518748,5794693326038,5794693326068,567634,59,567634,30,567723,2112000000
32603,1,5794692520373,5794692520400,5794692520424,5794693334133,5794693334166,574431,51,574431,33,574515,2112000000
32518,1,5794692400865,5794692400897,5794692400920,5794693342098,5794693342145,639314,55,639314,47,639416,2112000000
32624,1,5794692464349,5794692464398,5794692464424,5794693350733,5794693350776,623478,75,623478,43,623596,2112000000
32548,1,5794692522032,5794692522062,5794692522091,5794693359346,5794693359374,598351,59,598351,28,598438,2112000000
32557,1,5794692523698,5794692523726,5794692523753,5794693367475,5794693367504,605195,55,605195,29,605279,2112000000
32598,1,5794692404275,5794692404305,5794692404336,5794693375687,5794693375713,670093,61,670093,26,670180,2112000000
32561,1,5794692525474,5794692525505,5794692525535,5794693383967,5794693383998,620407,61,620407,31,620499,2112000000
32606,1,5794692527016,5794692527073,5794692527090,5794693392665,5794693392745,627784,74,627784,80,627938,2112000000
32629,1,5794692528825,5794692528852,5794692528876,5794693401209,5794693401243,635045,51,635045,34,635130,2112000000
32516,1,5794692541777,5794692541809,5794692541830,5794693409937,5794693409978,639835,53,639835,41,639929,2112000000
32555,1,5794692556826,5794692556855,5794692556881,5794693418409,5794693418440,644195,55,644195,31,644281,2112000000
32559,1,5794692617224,5794692617253,5794692617277,5794693426474,5794693426496,634848,53,634848,22,634923,2112000000
32632,1,5794692619115,5794692619147,5794692619170,5794693433995,5794693434036,641096,55,641096,41,641192,2112000000
32513,1,5794692620706,5794692620744,5794692620763,5794693441984,5794693442015,647824,57,647824,31,647912,2112000000
32622,1,5794692622429,5794692622486,5794692622504,5794693450285,5794693450309,654806,75,654806,24,654905,2112000000
32571,1,5794692624059,5794692624089,5794692624118,5794693459525,5794693459553,662772,59,662772,28,662859,2112000000
32633,1,5794692625648,5794692625676,5794692625703,5794693467526,5794693467549,669452,55,669452,23,669530,2112000000
32628,1,5794692629137,5794692629168,5794692629192,5794693475874,5794693475899,675230,55,675230,25,675310,2112000000
32570,1,5794692630667,5794692630697,5794692630722,5794693484707,5794693484739,682673,55,682673,32,682760,2112000000
32565,1,5794692633969,5794692633999,5794692634024,5794693493099,5794693493132,688464,55,688464,33,688552,2112000000
32587,1,5794692635694,5794692635723,5794692635745,5794693500406,5794693500431,694488,51,694488,25,694564,2112000000
32540,1,5794692637301,5794692637328,5794692637352,5794693508269,5794693508312,701038,51,701038,43,701132,2112000000
32556,1,5794692638953,5794692638984,5794692639008,5794693516990,5794693517012,708476,55,708476,22,708553,2112000000
32564,1,5794692640740,5794692640768,5794692640801,5794693524812,5794693524836,715024,61,715024,24,715109,2112000000
32614,1,5794692642286,5794692642347,5794692642363,5794693532868,5794693532901,721714,77,721714,33,721824,2112000000
32602,1,5794692643787,5794692643816,5794692643846,5794693540888,5794693540929,728480,59,728480,41,728580,2112000000
32618,1,5794692654195,5794692654225,5794692654246,5794693548876,5794693548910,733332,51,733332,34,733417,2112000000
32608,1,5794692666093,5794692666123,5794692666148,5794693557117,5794693557152,738134,55,738134,35,738224,2112000000
32631,1,5794692667633,5794692667663,5794692667688,5794693570466,5794693570505,750185,55,750185,39,750279,2112000000
32521,1,5794692676058,5794692676087,5794692676113,5794693579018,5794693579048,755048,55,755048,30,755133,2112000000
32544,1,5794692677832,5794692677869,5794692677889,5794693591388,5794693591417,766106,57,766106,29,766192,2112000000
32545,1,5794692679493,5794692679521,5794692679548,5794693600013,5794693600038,773442,55,773442,25,773522,2112000000
32635,1,5794692681136,5794692681163,5794692681189,5794693608282,5794693608320,780446,53,780446,38,780537,2112000000
32609,1,5794692684463,5794692684491,5794692684516,5794693618224,5794693618265,787834,53,787834,41,787928,2112000000
32522,1,5794692574443,5794692574479,5794692574500,5794693627063,5794693627092,848210,57,848210,29,848296,2112000000
32515,1,5794692586504,5794692586534,5794692586563,5794693636213,5794693636242,853852,59,853852,29,853940,2112000000
32578,1,5794692687728,5794692687757,5794692687785,5794693644702,5794693644736,811753,57,811753,34,811844,2112000000
32549,1,5794692689498,5794692689529,5794692689556,5794693653223,5794693653257,818987,58,818987,34,819079,2112000000
32511,1,5794692682807,5794692682835,5794692682860,5794693662960,5794693663282,833832,53,833832,322,834207,2112000000
32636,1,5794692609396,5794692609427,5794692609449,5794693672169,5794693672196,884026,53,884026,27,884106,2112000000
32590,1,5794692691055,5794692691110,5794692691130,5794693680753,5794693680778,845257,75,845257,25,845357,2112000000
32568,1,5794692627357,5794692627387,5794692627416,5794693689443,5794693689486,890134,59,890134,43,890236,2112000000
32526,1,5794692686119,5794692686172,5794692686192,5794693698023,5794693698054,866354,73,866354,31,866458,2112000000
32581,1,5794692615988,5794692616018,5794692616047,5794693707846,5794693707881,917448,59,917448,35,917542,2112000000
32534,1,5794692632358,5794692632388,5794692632413,5794693716023,5794693716051,912681,55,912681,28,912764,2112000000
32573,1,5794692674483,5794692674514,5794692674541,5794693724973,5794693724998,902340,58,902340,25,902423,2112000000
32613,1,5794692694459,5794692694487,5794692694510,5794693735014,5794693735044,897872,51,897872,30,897953,2112000000
32605,1,5794692696176,5794692696206,5794692696231,5794693744445,5794693744492,905979,55,905979,47,906081,2112000000
32541,1,5794692697773,5794692697803,5794692697824,5794693753123,5794693753156,913442,51,913442,33,913526,2112000000
32519,1,5794692704326,5794692704355,5794692704385,5794693761359,5794693761383,916475,59,916475,24,916558,2112000000
32583,1,5794692770222,5794692770251,5794692770279,5794693770513,5794693770558,909797,57,909797,45,909899,2112000000
32594,1,5794692771420,5794692771448,5794692771473,5794693778608,5794693778633,916696,53,916696,25,916774,2112000000
32630,1,5794692773023,5794692773052,5794692773074,5794693787995,5794693788022,924861,51,924861,27,924939,2112000000
32531,1,5794692775480,5794692775508,5794692775533,5794693797879,5794693797913,932407,53,932407,34,932494,2112000000
32512,1,5794692776771,5794692776800,5794692776828,5794693806003,5794693806027,939338,57,939338,24,939419,2112000000
32582,1,5794692777993,5794692778024,5794692778048,5794693815583,5794693815617,947731,55,947731,34,947820,2112000000
32612,1,5794692779195,5794692779224,5794692779248,5794693824666,5794693824690,955608,53,955608,24,955685,2112000000
32591,1,5794692781731,5794692781758,5794692781786,5794693833476,5794693833501,962025,55,962025,25,962105,2112000000
32527,1,5794692784396,5794692784426,5794692784451,5794693841889,5794693841918,967940,55,967940,29,968024,2112000000
32617,1,5794692785708,5794692785736,5794692785757,5794693850304,5794693850337,975222,49,975222,33,975304,2112000000
32610,1,5794692786895,5794692786924,5794692786946,5794693858088,5794693858134,981733,51,981733,46,981830,2112000000
32574,1,5794692789299,5794692789356,5794692789374,5794693866113,5794693866162,987436,75,987436,49,987560,2112000000
32517,1,5794692790495,5794692790523,5794692790550,5794693874934,5794693874956,995075,55,995075,22,995152,2112000000
32595,1,5794692792397,5794692792440,5794692792458,5794693882984,5794693883027,1001856,61,1001856,43,1001960,2112000000
32580,1,5794692794390,5794692794420,5794692794443,5794693893950,5794693893988,1011480,53,1011480,38,1011571,2112000000
32585,1,5794692795716,5794692795742,5794692795775,5794693902287,5794693902320,1018622,59,1018622,33,1018714,2112000000
32584,1,5794692856963,5794692856994,5794692857024,5794693911014,5794693911059,1011504,61,1011504,45,1011610,2112000000
32588,1,5794692858422,5794692858452,5794692858485,5794693918577,5794693918606,1017747,63,1017747,29,1017839,2112000000
32639,1,5794692859640,5794692859668,5794692859701,5794693926770,5794693926797,1024771,61,1024771,27,1024859,2112000000
32553,1,5794692861113,5794692861141,5794692861168,5794693935193,5794693935228,1032017,55,1032017,35,1032107,2112000000
32637,1,5794692862315,5794692862343,5794692862368,5794693943291,5794693943319,1038690,53,1038690,28,1038771,2112000000
32620,1,5794692769018,5794692769055,5794692769075,5794693951492,5794693951524,1091960,57,1091960,32,1092049,2112000000
32528,1,5794692780460,5794692780489,5794692780513,5794693959880,5794693959909,1089685,53,1089685,29,1089767,2112000000
32551,1,5794692702853,5794692702890,5794692702910,5794693967601,5794693967627,1123989,57,1123989,26,1124072,2112000000
32596,1,5794692699500,5794692699529,5794692699553,5794693975193,5794693975348,1134307,53,1134307,155,1134515,2112000000
32547,1,5794692783214,5794692783251,5794692783273,5794693983035,5794693983080,1110389,59,1110389,45,1110493,2112000000
32567,1,5794692855615,5794692855643,5794692855670,5794693991204,5794693991373,1092904,55,1092904,169,1093128,2112000000
32577,1,5794692863543,5794692863571,5794692863598,5794693999407,5794693999438,1093637,55,1093637,31,1093723,2112000000
32586,1,5794692701108,5794692701136,5794692701161,5794694008726,5794694008769,1166454,53,1166454,43,1166550,2112000000
32533,1,5794692864714,5794692864741,5794692864769,5794694017097,5794694017119,1110130,55,1110130,22,1110207,2112000000
32604,1,5794692867344,5794692867371,5794692867393,5794694024919,5794694025074,1115645,49,1115645,155,1115849,2112000000
32626,1,5794692868495,5794692868530,5794692868552,5794694032462,5794694032486,1122023,57,1122023,24,1122104,2112000000
32523,1,5794692869854,5794692869884,5794692869911,5794694040370,5794694040413,1128791,57,1128791,43,1128891,2112000000
32572,1,5794692871021,5794692871058,5794692871078,5794694048188,5794694048223,1135389,57,1135389,35,1135481,2112000000
32623,1,5794692872188,5794692872215,5794692872241,5794694056094,5794694056132,1142171,53,1142171,38,1142262,2112000000
32543,1,5794692774262,5794692774290,5794692774317,5794694063386,5794694063423,1199068,55,1199068,37,1199160,2112000000
32611,1,5794692873351,5794692873380,5794692873406,5794694070852,5794694070915,1155812,55,1155812,63,1155930,2112000000
32530,1,5794692788130,5794692788158,5794692788185,5794694079247,5794694079414,1201857,55,1201857,167,1202079,2112000000
32566,1,5794692854168,5794692854199,5794692854223,5794694086682,5794694086706,1189609,55,1189609,24,1189688,2112000000
32539,1,5794692865877,5794692865904,5794692865932,5794694094869,5794694094903,1186766,55,1186766,34,1186855,2112000000
182,0,5794694121258,5794694121658,5794694121696,5794696007180,5794696007229,1615102,438,1615102,49,1615589,2112000000
182,0,5794696022042,5794696022099,5794696022109,5794697548082,5794697548247,1311703,67,1311703,165,1311935,2112000000
190,0,5731225707269,5731225707438,5731225707560,5794729066411,5794729066423,0,291,63503358851,12,63503359154,2112000000
189,0,5731225707725,5731225707876,5731225708931,5794729099054,5794729099065,0,1206,63503390123,11,63503391340,2112000000
188,0,5731225708990,5731225709166,5731225710337,5794729108019,5794729108164,0,1347,63503397682,145,63503399174,2112000000
187,0,5731225710404,5731225710559,5731225711624,5794729115359,5794729115508,0,1220,63503403735,149,63503405104,2112000000
186,0,5731225711696,5731225711844,5731225713016,5794729122136,5794729122303,0,1320,63503409120,167,63503410607,2112000000
185,0,5731225713079,5731225713229,5731225714246,5794729128960,5794729129121,0,1167,63503414714,161,63503416042,2112000000
184,0,5731225714313,5731225714450,5731225715631,5794729143456,5794729143476,0,1318,63503427825,20,63503429163,2112000000
183,0,5731225715711,5731225715833,5731225716965,5794729150720,5794729150732,0,1254,63503433755,12,63503435021,2112000000
cid,qid,t_start,t_sqe_copy,t_doorbell,t_completion,t_end,t_poll_cycles,submit_ticks,wait_ticks,completion_ticks,total_ticks,ticks_hz
191,0,5796085113631,5796085117104,5796085118950,5796086460864,5796086461508,92221,5319,92221,644,98184,2112000000
191,0,5796087688931,5796087689071,5796087689171,5796093644579,5796093644701,410720,240,410720,122,411082,2112000000
191,0,5796093725252,5796093725720,5796093725765,5796093825564,5796093825688,7298,513,7298,124,7935,2112000000
191,0,5796093877952,5796093878423,5796093878474,5796094477208,5796094477330,42256,522,42256,122,42900,2112000000
191,0,5796094732094,5796094732475,5796094732605,5796094833504,5796094833651,5892,511,5892,147,6550,2112000000
182,0,5796168921068,5796168921203,5796168921295,5796170429494,5796170429543,100927,227,100927,49,101203,2112000000
32527,1,5859529979794,5859529979823,5859529979851,5859530541794,5859530541817,264428,57,264428,23,264508,2112000000
32542,1,5859530093283,5859530093341,5859530093359,5859530604439,5859530604464,275000,76,275000,25,275101,2112000000
32544,1,5859530094544,5859530094575,5859530094599,5859530616075,5859530616095,285441,55,285441,20,285516,2112000000
32517,1,5859530096160,5859530096188,5859530096219,5859530624716,5859530624753,292866,59,292866,37,292962,2112000000
32562,1,5859530098278,5859530098307,5859530098331,5859530633007,5859530633039,299715,53,299715,32,299800,2112000000
32638,1,5859530100281,5859530100336,5859530100354,5859530641120,5859530641161,306569,73,306569,41,306683,2112000000
32524,1,5859530101478,5859530101507,5859530101533,5859530649604,5859530649645,313570,55,313570,41,313666,2112000000
32561,1,5859530005471,5859530005499,5859530005532,5859530662014,5859530708348,416809,61,416809,46334,463204,2112000000
32591,1,5859530106816,5859530106844,5859530106871,5859530716560,5859530716592,376527,55,376527,32,376614,2112000000
32587,1,5859530108423,5859530108451,5859530108476,5859530724751,5859530724787,383522,53,383522,36,383611,2112000000
32609,1,5859530080908,5859530080937,5859530080963,5859530732891,5859530732915,413846,55,413846,24,413925,2112000000
32589,1,5859530002020,5859530002049,5859530002073,5859530741334,5859530741381,452447,53,452447,47,452547,2112000000
32560,1,5859530102772,5859530102801,5859530102827,5859530750749,5859530750790,413555,55,413555,41,413651,2112000000
32625,1,5859530109612,5859530109641,5859530109663,5859530758893,5859530758932,416110,51,416110,39,416200,2112000000
32546,1,5859530111067,5859530111095,5859530111120,5859530766742,5859530766799,422747,53,422747,57,422857,2112000000
32608,1,5859530114764,5859530114793,5859530114819,5859530774672,5859530774703,428069,55,428069,31,428155,2112000000
32520,1,5859530091900,5859530091927,5859530091953,5859530782537,5859530782580,454521,53,454521,43,454617,2112000000
32514,1,5859530113136,5859530113173,5859530113193,5859530790722,5859530790769,445374,57,445374,47,445478,2112000000
32622,1,5859530115958,5859530116013,5859530116031,5859530799017,5859530799062,451190,73,451190,45,451308,2112000000
32563,1,5859530104795,5859530104831,5859530104850,5859530807581,5859530807628,469097,55,469097,47,469199,2112000000
32551,1,5859530011971,5859530011998,5859530012030,5859530816334,5859530816381,519525,59,519525,47,519631,2112000000
32623,1,5859530176344,5859530176372,5859530176397,5859530828346,5859530828377,465764,53,465764,31,465848,2112000000
32583,1,5859530177594,5859530177623,5859530177647,5859530838000,5859530838045,474271,53,474271,45,474369,2112000000
32540,1,5859530179183,5859530179212,5859530179240,5859530846109,5859530846144,481105,57,481105,35,481197,2112000000
32575,1,5859530180436,5859530180465,5859530180491,5859530854396,5859530854424,488230,55,488230,28,488313,2112000000
32545,1,5859530181687,5859530181715,5859530181740,5859530863267,5859530863304,495910,53,495910,37,496000,2112000000
32621,1,5859530182852,5859530182895,5859530182913,5859530881458,5859530881501,512907,61,512907,43,513011,2112000000
32599,1,5859530184031,5859530184060,5859530184082,5859530889455,5859530889490,519739,51,519739,35,519825,2112000000
32519,1,5859530185207,5859530185237,5859530185264,5859530898909,5859530898950,528085,57,528085,41,528183,2112000000
32511,1,5859530236501,5859530236530,5859530236552,5859530907131,5859530907165,523643,51,523643,34,523728,2112000000
32633,1,5859530237860,5859530237895,5859530237915,5859530917351,5859530917389,532572,55,532572,38,532665,2112000000
32631,1,5859530239166,5859530239194,5859530239221,5859530926303,5859530926348,540328,55,540328,45,540428,2112000000
32541,1,5859530240683,5859530240714,5859530240736,5859530934170,5859530934197,546940,53,546940,27,547020,2112000000
32570,1,5859530241904,5859530241932,5859530241955,5859530943537,5859530943606,555142,51,555142,69,555262,2112000000
32586,1,5859530243167,5859530243203,5859530243222,5859530951263,5859530951298,561713,55,561713,35,561803,2112000000
32522,1,5859530244462,5859530244491,5859530244519,5859530959694,5859530959727,568958,57,568958,33,569048,2112000000
32637,1,5859530245676,5859530245713,5859530245735,5859530968091,5859530968130,576106,59,576106,39,576204,2112000000
32578,1,5859530246852,5859530246878,5859530246901,5859530976406,5859530976441,583236,49,583236,35,583320,2112000000
32601,1,5859530248023,5859530248051,5859530248076,5859530985546,5859530985599,591267,53,591267,53,591373,2112000000
32602,1,5859530249628,5859530249657,5859530249679,5859530994408,5859530994469,598903,51,598903,61,599015,2112000000
32618,1,5859530250830,5859530250858,5859530250883,5859531004475,5859531004534,607797,53,607797,59,607909,2112000000
32554,1,5859530252007,5859530252034,5859530252058,5859531013332,5859531013370,615481,51,615481,38,615570,2112000000
